Date,Open,High,Low,Close,Volume
20061210,1.31763,1.31934,1.31731,1.31840,101268
20061211,1.31819,1.32614,1.31287,1.32481,2005351
20061212,1.32481,1.32906,1.32126,1.32812,2024169
20061213,1.32791,1.32858,1.31907,1.32143,2021999
20061214,1.32144,1.32508,1.31373,1.31521,2013328
20061215,1.31512,1.31817,1.30586,1.30785,1915003
20061217,1.30782,1.30860,1.30747,1.30803,98586
20061218,1.30804,1.31165,1.30522,1.31010,2003434
20061219,1.30995,1.32141,1.30794,1.32040,2024952
20061220,1.32033,1.32432,1.31584,1.31827,2015778
20061221,1.31825,1.32121,1.31420,1.31789,2008174
20061222,1.31797,1.32116,1.31084,1.31247,1926486
20061224,1.31199,1.31361,1.31141,1.31349,96823
20061225,1.31316,1.31648,1.30974,1.31318,2037311
20061226,1.31312,1.31401,1.30865,1.31059,2058993
20061227,1.31070,1.31764,1.30973,1.31211,2017147
20061228,1.31219,1.31997,1.31017,1.31437,2029383
20061229,1.31425,1.32049,1.31347,1.31920,1940546
20061231,1.31937,1.31962,1.31878,1.31913,94864
20070101,1.31908,1.32176,1.31650,1.32120,2000463
20070102,1.32137,1.32951,1.32101,1.32724,2015000
20070103,1.32702,1.32903,1.31461,1.31690,2021939
20070104,1.31689,1.31783,1.30704,1.30860,2013252
20070105,1.30866,1.31029,1.29804,1.29995,1921663
20070107,1.30097,1.30141,1.30006,1.30039,97296
20070108,1.30055,1.30389,1.29722,1.30356,2013657
20070109,1.30350,1.30517,1.29855,1.29919,2006095
20070110,1.29921,1.30002,1.29261,1.29347,2029373
20070111,1.29345,1.30124,1.28804,1.28910,2011248
20070112,1.28909,1.29418,1.28668,1.29212,1906428
20070114,1.29219,1.29276,1.29152,1.29242,97918
20070115,1.29254,1.29550,1.29121,1.29299,2001429
20070116,1.29338,1.29875,1.29062,1.29165,2029517
20070117,1.29159,1.29494,1.28973,1.29368,2000883
20070118,1.29372,1.29756,1.28971,1.29590,2003701
20070119,1.29594,1.29998,1.29129,1.29536,1917735
20070121,1.29592,1.29636,1.29505,1.29590,95671
20070122,1.29597,1.29769,1.29201,1.29466,2004935
20070123,1.29486,1.30423,1.29288,1.30200,2011684
20070124,1.30195,1.30357,1.29475,1.29609,2009443
20070125,1.29590,1.30002,1.29139,1.29357,2012113
20070126,1.29329,1.29391,1.28807,1.29144,1912037
20070128,1.29147,1.29246,1.29128,1.29192,96576
20070129,1.29215,1.29655,1.28948,1.29601,2014072
20070130,1.29608,1.29800,1.29436,1.29617,2000343
20070131,1.29630,1.30356,1.29239,1.30220,2012633
20070201,1.30211,1.30482,1.30011,1.30123,2007091
20070202,1.30140,1.30615,1.29474,1.29562,1920691
20070204,1.29610,1.29621,1.29498,1.29582,94557
20070205,1.29597,1.29651,1.29126,1.29316,2012691
20070206,1.29302,1.29904,1.29095,1.29802,2000546
20070207,1.29820,1.30232,1.29647,1.30209,2011826
20070208,1.30208,1.30428,1.29759,1.30343,2018948
20070209,1.30359,1.30452,1.29817,1.30047,1922870
20070211,1.29890,1.30237,1.29851,1.30167,102727
20070212,1.30147,1.30359,1.29390,1.29560,2043762
20070213,1.29546,1.30426,1.29498,1.30298,2000576
20070214,1.30264,1.31488,1.30218,1.31368,2012980
20070215,1.31346,1.31716,1.31173,1.31329,2018801
20070216,1.31316,1.31443,1.30958,1.31356,1917792
20070218,1.31364,1.31621,1.31338,1.31465,96886
20070219,1.31462,1.31610,1.31201,1.31498,2035027
20070220,1.31492,1.31881,1.31271,1.31460,2021680
20070221,1.31434,1.31648,1.31116,1.31361,2012820
20070222,1.31354,1.31404,1.30796,1.31212,2008317
20070223,1.31227,1.31863,1.31013,1.31627,1924761
20070225,1.31650,1.31860,1.31629,1.31800,96948
20070226,1.31808,1.31971,1.31491,1.31911,2008871
20070227,1.31911,1.32578,1.31579,1.32259,2006129
20070228,1.32297,1.32369,1.31787,1.32273,1995187
20070301,1.32255,1.32389,1.31547,1.31644,2016483
20070302,1.31656,1.31998,1.31408,1.31882,1906934
20070304,1.31949,1.32101,1.31817,1.31820,97978
20070305,1.31802,1.31926,1.30723,1.30840,2010652
20070306,1.30813,1.31390,1.30798,1.31332,2006319
20070307,1.31338,1.31844,1.31086,1.31747,2003757
20070308,1.31735,1.31813,1.31154,1.31365,2001217
20070309,1.31343,1.31583,1.30864,1.31118,1912499
20070311,1.31236,1.31415,1.31068,1.31242,145408
20070312,1.31221,1.31992,1.31054,1.31860,2014385
20070313,1.31857,1.32186,1.31547,1.31867,2009474
20070314,1.31856,1.32440,1.31764,1.32318,2029182
20070315,1.32323,1.32791,1.31919,1.32783,2010369
20070316,1.32780,1.33381,1.32722,1.33106,1854826
20070318,1.33064,1.33196,1.33064,1.33161,141054
20070319,1.33142,1.33241,1.32780,1.33095,2014950
20070320,1.33097,1.33232,1.32701,1.33135,2704618
20070321,1.33137,1.34094,1.32861,1.33956,2681360
20070322,1.33958,1.34002,1.33090,1.33285,2677874
20070323,1.33311,1.33407,1.32762,1.32789,2495298
20070325,1.32801,1.32933,1.32571,1.32708,192321
20070326,1.32724,1.33455,1.32534,1.33267,634743
20070327,1.33277,1.33667,1.33013,1.33482,616057
20070328,1.33200,1.33716,1.33006,1.33082,627376
20070329,1.33084,1.33517,1.32984,1.33285,632808
20070330,1.33277,1.33985,1.32880,1.33530,900185
20070401,1.33710,1.33770,1.33520,1.33540,60982
20070402,1.33530,1.33802,1.33312,1.33715,1088623
20070403,1.33709,1.33802,1.33179,1.33225,1078438
20070404,1.33230,1.33810,1.33210,1.33740,1083426
20070405,1.33740,1.34410,1.33525,1.34245,948571
20070406,1.34245,1.34280,1.33640,1.33780,404816
20070408,1.33740,1.33798,1.33635,1.33680,30837
20070409,1.33680,1.33790,1.33400,1.33530,417640
20070410,1.33530,1.34560,1.33490,1.34285,1226103
20070411,1.34290,1.34410,1.34065,1.34360,1050825
20070412,1.34360,1.35040,1.34315,1.34860,861467
20070413,1.34850,1.35525,1.34815,1.35255,410696
20070415,1.35540,1.35770,1.35221,1.35680,39571
20070416,1.35685,1.35700,1.35221,1.35270,961129
20070417,1.35270,1.35940,1.35250,1.35715,1053467
20070418,1.35720,1.36200,1.35560,1.36145,1204913
20070419,1.36145,1.36280,1.35605,1.36240,919073
20070420,1.36240,1.36370,1.35860,1.35880,1006382
20070422,1.35975,1.36070,1.35929,1.35990,24163
20070423,1.35980,1.36025,1.35400,1.35800,714787
20070424,1.35800,1.36430,1.35480,1.36335,1108297
20070425,1.36340,1.36650,1.36220,1.36390,895957
20070426,1.36390,1.36540,1.35840,1.35920,1230975
20070427,1.35930,1.36820,1.35865,1.36520,968046
20070429,1.36305,1.36480,1.36150,1.36235,41570
20070430,1.36235,1.36777,1.35884,1.36510,663100
20070501,1.36515,1.36711,1.35897,1.36021,664397
20070502,1.36026,1.36097,1.35598,1.35927,659467
20070503,1.35930,1.36193,1.35459,1.35508,668434
20070504,1.35512,1.36088,1.35344,1.35893,608669
20070506,1.36015,1.36023,1.35883,1.35917,57083
20070507,1.35920,1.36255,1.35897,1.35957,671605
20070508,1.35962,1.36202,1.35155,1.35377,674514
20070509,1.35379,1.35641,1.35187,1.35326,660783
20070510,1.35325,1.35624,1.34656,1.34757,675330
20070511,1.34760,1.35305,1.34628,1.35222,616728
20070513,1.35343,1.35433,1.35271,1.35397,56840
20070514,1.35395,1.35570,1.35235,1.35417,667461
20070515,1.35420,1.36071,1.35264,1.35896,668707
20070516,1.35901,1.36081,1.35035,1.35208,673343
20070517,1.35210,1.35421,1.34773,1.34937,666990
20070518,1.34940,1.35205,1.34648,1.35053,607737
20070520,1.35123,1.35288,1.35123,1.35195,58759
20070521,1.35195,1.35214,1.34359,1.34620,662670
20070522,1.34615,1.34744,1.34376,1.34487,664428
20070523,1.34487,1.35004,1.34149,1.34541,668151
20070524,1.34537,1.34602,1.34155,1.34221,672073
20070525,1.34215,1.34714,1.34114,1.34380,423098
20070527,1.34465,1.34510,1.34399,1.34460,237407
20070528,1.34456,1.34579,1.34425,1.34505,658609
20070529,1.34509,1.35183,1.34192,1.34507,664302
20070530,1.34511,1.34563,1.34079,1.34310,662562
20070531,1.34310,1.34710,1.34219,1.34528,665105
20070601,1.34526,1.34602,1.33915,1.34439,423590
20070603,1.34410,1.34448,1.34353,1.34420,237124
20070604,1.34422,1.34978,1.34317,1.34907,659334
20070605,1.34909,1.35515,1.34885,1.35157,663708
20070606,1.35162,1.35371,1.34844,1.34957,664167
20070607,1.34963,1.35113,1.34209,1.34247,660722
20070608,1.34251,1.34269,1.33225,1.33708,600642
20070610,1.33671,1.33711,1.33513,1.33559,56942
20070611,1.33557,1.33606,1.33325,1.33490,655516
20070612,1.33496,1.33683,1.32981,1.33000,648426
20070613,1.32997,1.33144,1.32621,1.33070,648335
20070614,1.33067,1.33221,1.32789,1.33080,654440
20070615,1.33077,1.33877,1.33047,1.33867,409796
20070617,1.33765,1.33869,1.33737,1.33855,243074
20070618,1.33860,1.34178,1.33822,1.34147,643463
20070619,1.34156,1.34343,1.33840,1.34229,636288
20070620,1.34233,1.34360,1.33900,1.33967,642127
20070621,1.33973,1.34044,1.33717,1.33888,639169
20070622,1.33889,1.34683,1.33772,1.34676,590329
20070624,1.34648,1.34690,1.34565,1.34616,52994
20070625,1.34617,1.34719,1.34384,1.34623,626956
20070626,1.34617,1.34764,1.34310,1.34491,630937
20070627,1.34484,1.34548,1.34167,1.34540,631996
20070628,1.34536,1.34788,1.34233,1.34363,631344
20070629,1.34359,1.35404,1.34284,1.35397,401805
20070701,1.35358,1.35465,1.35337,1.35343,241601
20070702,1.35344,1.36374,1.35258,1.36187,614191
20070703,1.36193,1.36323,1.35833,1.36054,606484
20070704,1.36061,1.36299,1.36044,1.36159,603600
20070705,1.36164,1.36574,1.35784,1.35922,617816
20070706,1.35931,1.36396,1.35678,1.36253,567378
20070708,1.36319,1.36337,1.36215,1.36237,45816
20070709,1.36240,1.36372,1.36086,1.36203,575542
20070710,1.36196,1.37822,1.35935,1.37429,596656
20070711,1.37419,1.37795,1.37299,1.37443,606062
20070712,1.37437,1.37971,1.37419,1.37823,596250
20070713,1.37817,1.38103,1.37621,1.37811,359228
20070715,1.37837,1.37855,1.37676,1.37750,238109
20070716,1.37749,1.38019,1.37603,1.37733,520677
20070717,1.37734,1.37974,1.37580,1.37935,540279
20070718,1.37932,1.38310,1.37565,1.38045,557271
20070719,1.38044,1.38284,1.37852,1.37968,553961
20070720,1.37955,1.38418,1.37777,1.38251,778799
20070722,1.38334,1.38438,1.38268,1.38364,240823
20070723,1.38357,1.38452,1.37912,1.37982,854958
20070724,1.37997,1.38515,1.37951,1.38195,856872
20070725,1.38179,1.38251,1.36944,1.37203,854197
20070726,1.37200,1.37714,1.36888,1.37502,853150
20070727,1.37499,1.37521,1.36239,1.36306,823818
20070729,1.36206,1.36415,1.36058,1.36322,33335
20070730,1.36321,1.37274,1.36175,1.37197,854882
20070731,1.37197,1.37240,1.36636,1.36711,857618
20070801,1.36710,1.37099,1.36363,1.36642,853148
20070802,1.36625,1.37063,1.36478,1.37024,856359
20070803,1.37024,1.38178,1.36811,1.37698,822492
20070805,1.37860,1.38387,1.37860,1.38163,32931
20070806,1.38176,1.38386,1.37764,1.38080,855773
20070807,1.38098,1.38132,1.37314,1.37496,853720
20070808,1.37526,1.38259,1.37185,1.37993,855540
20070809,1.37984,1.38167,1.36533,1.36624,854616
20070810,1.36655,1.37049,1.36406,1.36907,776510
20070812,1.36887,1.36936,1.36780,1.36897,75652
20070813,1.36883,1.37091,1.35974,1.36069,853483
20070814,1.36062,1.36250,1.35238,1.35295,853533
20070815,1.35300,1.35319,1.34127,1.34281,851664
20070816,1.34292,1.34464,1.33594,1.34285,851292
20070817,1.34250,1.35460,1.33691,1.34721,777013
20070819,1.34760,1.34890,1.34705,1.34705,76704
20070820,1.34734,1.35076,1.34573,1.34710,850513
20070821,1.34710,1.35203,1.34485,1.34658,849115
20070822,1.34635,1.35576,1.34459,1.35456,854224
20070823,1.35477,1.35879,1.35324,1.35610,855212
20070824,1.35613,1.36828,1.35497,1.36725,776875
20070826,1.36745,1.36814,1.36612,1.36777,75646
20070827,1.36777,1.36852,1.36303,1.36343,853933
20070828,1.36340,1.36799,1.35698,1.35740,848778
20070829,1.35760,1.36802,1.35570,1.36682,856301
20070830,1.36671,1.36720,1.35883,1.36674,855365
20070831,1.36669,1.37191,1.36158,1.36265,774493
20070902,1.36276,1.36349,1.36223,1.36308,76483
20070903,1.36299,1.36541,1.36017,1.36109,853061
20070904,1.36094,1.36256,1.35480,1.36221,848660
20070905,1.36209,1.36712,1.35660,1.36506,852156
20070906,1.36498,1.37098,1.36308,1.36902,852906
20070907,1.36906,1.37978,1.36601,1.37657,777877
20070909,1.37681,1.37851,1.37659,1.37772,74572
20070910,1.37743,1.38143,1.37644,1.37907,853379
20070911,1.37906,1.38482,1.37756,1.38372,856746
20070912,1.38352,1.39141,1.38207,1.38928,852281
20070913,1.38923,1.39265,1.38600,1.38710,852147
20070914,1.38696,1.38947,1.38414,1.38728,821067
20070916,1.38680,1.38727,1.38522,1.38585,32941
20070917,1.38589,1.38899,1.38474,1.38649,852161
20070918,1.38650,1.39889,1.38271,1.39748,857909
20070919,1.39726,1.39867,1.39323,1.39722,855973
20070920,1.39717,1.40993,1.39659,1.40670,853940
20070921,1.40669,1.41195,1.40394,1.40885,774713
20070923,1.40901,1.40938,1.40811,1.40901,77658
20070924,1.40897,1.41293,1.40653,1.40704,852397
20070925,1.40710,1.41628,1.40567,1.41454,861227
20070926,1.41450,1.41556,1.41084,1.41263,857560
20070927,1.41268,1.41892,1.41195,1.41544,855788
20070928,1.41537,1.42772,1.41462,1.42656,823083
20070930,1.42723,1.42808,1.42604,1.42671,32854
20071001,1.42678,1.42751,1.42075,1.42299,855590
20071002,1.42329,1.42389,1.41353,1.41517,857993
20071003,1.41512,1.42012,1.40791,1.40961,859688
20071004,1.40947,1.41488,1.40641,1.41342,858605
20071005,1.41336,1.41569,1.40313,1.41336,823507
20071007,1.41340,1.41526,1.41335,1.41481,32217
20071008,1.41468,1.41487,1.40321,1.40440,857958
20071009,1.40434,1.41147,1.40093,1.41049,857681
20071010,1.41067,1.41715,1.40914,1.41373,858848
20071011,1.41370,1.42402,1.41318,1.41973,862425
20071012,1.41982,1.42125,1.41522,1.41763,782644
20071014,1.41745,1.41866,1.41609,1.41649,76435
20071015,1.41640,1.42429,1.41559,1.41980,858523
20071016,1.42043,1.42265,1.41397,1.41742,857913
20071017,1.41751,1.42301,1.41562,1.42045,860103
20071018,1.42040,1.43097,1.41921,1.42893,858325
20071019,1.42905,1.43179,1.42426,1.42985,823228
20071021,1.43037,1.43501,1.43037,1.43364,33693
20071022,1.43364,1.43437,1.41231,1.41747,859082
20071023,1.41740,1.42782,1.41687,1.42545,853519
20071024,1.42540,1.42698,1.41873,1.42599,855019
20071025,1.42583,1.43443,1.42436,1.43223,854708
20071026,1.43222,1.43953,1.43137,1.43908,821688
20071028,1.44146,1.44221,1.43989,1.44021,33032
20071029,1.44037,1.44378,1.43738,1.44153,856208
20071030,1.44135,1.44428,1.43717,1.44369,855881
20071031,1.44376,1.45035,1.44172,1.44695,854626
20071101,1.44688,1.44788,1.43995,1.44230,856834
20071102,1.44234,1.45273,1.44184,1.45033,777749
20071104,1.45132,1.45234,1.44990,1.45023,52515
20071105,1.45002,1.45095,1.44406,1.44750,854704
20071106,1.44746,1.45706,1.44654,1.45593,854384
20071107,1.45623,1.47294,1.45495,1.46203,849931
20071108,1.46218,1.47027,1.46159,1.46762,853202
20071109,1.46761,1.47519,1.46286,1.46725,828494
20071111,1.46701,1.46758,1.46322,1.46558,21222
20071112,1.46544,1.46632,1.45168,1.45178,855946
20071113,1.45210,1.46325,1.45172,1.46182,848599
20071114,1.46171,1.47245,1.46092,1.46492,854901
20071115,1.46490,1.47038,1.46009,1.46174,854034
20071116,1.46181,1.46721,1.45786,1.46584,830967
20071118,1.46689,1.46733,1.46618,1.46670,22021
20071119,1.46682,1.46884,1.46170,1.46656,853384
20071120,1.46657,1.48517,1.46303,1.48295,851976
20071121,1.48294,1.48689,1.47707,1.48547,849686
20071122,1.48551,1.48730,1.48185,1.48502,851165
20071123,1.48495,1.49646,1.47816,1.48358,797125
20071125,1.48193,1.48381,1.48159,1.48322,52967
20071126,1.48342,1.48869,1.48011,1.48710,852768
20071127,1.48707,1.49078,1.48061,1.48332,849910
20071128,1.48337,1.48579,1.47078,1.48372,852028
20071129,1.48368,1.48442,1.47188,1.47561,855065
20071130,1.47552,1.47849,1.46231,1.46313,834851
20071202,1.46360,1.46653,1.46338,1.46583,20873
20071203,1.46585,1.47077,1.46180,1.46682,850267
20071204,1.46673,1.47688,1.46315,1.47609,855909
20071205,1.47599,1.47701,1.45905,1.45932,853979
20071206,1.45950,1.46593,1.45234,1.46550,850546
20071207,1.46557,1.46725,1.45946,1.46534,833739
20071209,1.46539,1.46581,1.46443,1.46508,20736
20071210,1.46512,1.47356,1.46361,1.47072,852316
20071211,1.47061,1.47506,1.46378,1.46586,857655
20071212,1.46609,1.47480,1.46469,1.47110,855957
20071213,1.47108,1.47379,1.45742,1.46248,857473
20071214,1.46246,1.46578,1.44094,1.44282,802951
20071216,1.43892,1.44173,1.43838,1.44139,53211
20071217,1.44144,1.44521,1.43273,1.44084,853576
20071218,1.44101,1.44357,1.43639,1.44166,855257
20071219,1.44167,1.44235,1.43229,1.43797,856819
20071220,1.43817,1.43899,1.43073,1.43292,854914
20071221,1.43289,1.44101,1.43218,1.43772,833546
20071223,1.43738,1.43824,1.43643,1.43724,21179
20071224,1.43763,1.44129,1.43692,1.43933,857457
20071225,1.43938,1.44205,1.43825,1.43940,855877
20071226,1.43936,1.45058,1.43866,1.44819,856969
20071227,1.44846,1.46411,1.44643,1.46082,852520
20071228,1.46094,1.47273,1.45873,1.47210,834517
20071230,1.47133,1.47351,1.47022,1.47312,21706
20071231,1.47344,1.47491,1.45651,1.45844,856336
20080101,1.45841,1.46285,1.45718,1.46174,854491
20080102,1.46172,1.47490,1.45925,1.47140,855282
20080103,1.47142,1.47807,1.46842,1.47411,855523
20080104,1.47404,1.48241,1.46910,1.47397,803189
20080106,1.47452,1.47547,1.47404,1.47472,52364
20080107,1.47483,1.47494,1.46557,1.46802,856432
20080108,1.46810,1.47428,1.46754,1.47042,857073
20080109,1.47050,1.47427,1.46357,1.46584,853134
20080110,1.46582,1.48133,1.46387,1.47980,857787
20080111,1.47976,1.48190,1.47585,1.47717,834029
20080113,1.47797,1.48159,1.47779,1.48029,21159
20080114,1.48035,1.49146,1.47931,1.48644,859915
20080115,1.48647,1.49219,1.47698,1.47990,861201
20080116,1.47990,1.48583,1.45923,1.46590,859636
20080117,1.46598,1.47141,1.45863,1.46362,855473
20080118,1.46360,1.46941,1.45982,1.46168,831269
20080120,1.46029,1.46042,1.45849,1.45942,21135
20080121,1.45941,1.45977,1.44085,1.44158,856784
20080122,1.44154,1.46840,1.43621,1.46420,856426
20080123,1.46419,1.46518,1.45072,1.46262,858665
20080124,1.46253,1.47779,1.45874,1.47685,859024
20080125,1.47672,1.47736,1.46567,1.46807,804965
20080127,1.46779,1.47084,1.46736,1.46890,51525
20080128,1.46886,1.47977,1.46588,1.47847,863530
20080129,1.47831,1.47880,1.47346,1.47659,861204
20080130,1.47666,1.49073,1.47508,1.48247,864203
20080131,1.48246,1.49137,1.47994,1.48619,863166
20080201,1.48596,1.49468,1.47839,1.47995,840013
20080203,1.48036,1.48057,1.47895,1.48011,22306
20080204,1.47997,1.48482,1.47889,1.48243,858486
20080205,1.48232,1.48314,1.46185,1.46334,861896
20080206,1.46316,1.46699,1.45877,1.46114,862291
20080207,1.46119,1.46513,1.44366,1.44742,857593
20080208,1.44737,1.45475,1.44467,1.45030,839886
20080210,1.45127,1.45279,1.45076,1.45234,22144
20080211,1.45228,1.45786,1.44788,1.44972,861679
20080212,1.44974,1.46141,1.44923,1.45780,864057
20080213,1.45778,1.45988,1.45307,1.45520,861116
20080214,1.45526,1.46475,1.45457,1.46391,862491
20080215,1.46409,1.47084,1.46266,1.46802,809630
20080217,1.46790,1.46806,1.46626,1.46708,53026
20080218,1.46712,1.46901,1.46081,1.46478,859672
20080219,1.46468,1.47560,1.46378,1.47274,860060
20080220,1.47305,1.47330,1.46123,1.47207,856960
20080221,1.47200,1.48366,1.46986,1.48108,859563
20080222,1.48095,1.48614,1.47847,1.48235,837443
20080224,1.48363,1.48396,1.48259,1.48307,21413
20080225,1.48313,1.48440,1.47909,1.48303,860459
20080226,1.48312,1.50454,1.47754,1.49949,855104
20080227,1.49948,1.51435,1.49774,1.51150,852765
20080228,1.51132,1.52301,1.50706,1.51913,859348
20080229,1.51908,1.52383,1.51417,1.51762,836838
20080302,1.51928,1.52256,1.51854,1.51987,21696
20080303,1.51987,1.52734,1.51554,1.51957,859638
20080304,1.51958,1.52467,1.51706,1.52044,861981
20080305,1.52040,1.53015,1.51425,1.52749,861542
20080306,1.52764,1.53957,1.52678,1.53792,861825
20080307,1.53811,1.54591,1.53138,1.53540,811354
20080309,1.53607,1.54030,1.53544,1.53924,75704
20080310,1.53920,1.54003,1.53116,1.53352,862047
20080311,1.53349,1.54948,1.52812,1.53355,852336
20080312,1.53372,1.55725,1.53323,1.55386,859615
20080313,1.55392,1.56433,1.55181,1.56189,860753
20080314,1.56194,1.56869,1.55294,1.56714,781129
20080316,1.56745,1.57694,1.56709,1.57478,77966
20080317,1.57478,1.59021,1.56859,1.57418,865947
20080318,1.57425,1.58311,1.56081,1.56530,861829
20080319,1.56519,1.57852,1.55808,1.56345,861884
20080320,1.56355,1.56404,1.53926,1.54357,859808
20080321,1.54324,1.54739,1.54014,1.54269,775166
20080323,1.54349,1.54389,1.54003,1.54030,76721
20080324,1.54060,1.54543,1.53381,1.54316,862090
20080325,1.54311,1.56579,1.54079,1.56090,852693
20080326,1.56093,1.58582,1.55795,1.58190,849799
20080327,1.58185,1.58455,1.57237,1.58086,858523
20080328,1.58101,1.58387,1.57392,1.57918,825508
20080330,1.57956,1.57984,1.57931,1.57963,32880
20080331,1.57960,1.58974,1.57444,1.57568,855634
20080401,1.57559,1.57857,1.55612,1.56168,857067
20080402,1.56158,1.57007,1.55310,1.56732,857805
20080403,1.56731,1.56858,1.55073,1.56599,857047
20080404,1.56575,1.57726,1.56345,1.57352,770773
20080406,1.57302,1.57375,1.57071,1.57300,77429
20080407,1.57300,1.57308,1.56247,1.57058,858418
20080408,1.57074,1.57983,1.56718,1.56945,859690
20080409,1.56940,1.58645,1.56835,1.58162,858879
20080410,1.58155,1.59143,1.57221,1.57563,863071
20080411,1.57547,1.58564,1.57470,1.58091,780718
20080413,1.57834,1.57834,1.56913,1.57101,77622
20080414,1.57097,1.58867,1.56684,1.58242,858859
20080415,1.58224,1.58754,1.57486,1.57846,862007
20080416,1.57850,1.59786,1.57746,1.59365,858025
20080417,1.59371,1.59826,1.58446,1.59046,860347
20080418,1.59037,1.59566,1.57092,1.58120,824289
20080420,1.58086,1.58207,1.57924,1.58080,33091
20080421,1.58097,1.59466,1.57890,1.59096,861072
20080422,1.59117,1.60183,1.58307,1.59721,858474
20080423,1.59720,1.59977,1.58583,1.58804,862596
20080424,1.58795,1.58836,1.56331,1.56727,864731
20080425,1.56764,1.57063,1.55506,1.56276,827196
20080427,1.56242,1.56291,1.55892,1.56165,33301
20080428,1.56168,1.56924,1.55904,1.56540,860546
20080429,1.56534,1.56587,1.55384,1.55752,862238
20080430,1.55772,1.56415,1.55161,1.56241,860049
20080501,1.56238,1.56425,1.54273,1.54764,857033
20080502,1.54765,1.54978,1.53599,1.54218,826616
20080504,1.54270,1.54394,1.54204,1.54345,32897
20080505,1.54332,1.55196,1.54232,1.55008,860237
20080506,1.55016,1.55945,1.54495,1.55162,859673
20080507,1.55161,1.55188,1.53312,1.53416,860106
20080508,1.53426,1.54407,1.52825,1.54032,859727
20080509,1.54045,1.54886,1.53889,1.54811,781944
20080511,1.54831,1.54831,1.54384,1.54656,75493
20080512,1.54662,1.55699,1.53627,1.55301,856136
20080513,1.55298,1.55653,1.54275,1.54683,859254
20080514,1.54710,1.54860,1.53925,1.54640,858455
20080515,1.54648,1.55470,1.54173,1.54563,857480
20080516,1.54579,1.56019,1.54463,1.55748,826164
20080518,1.55779,1.55980,1.55687,1.55812,33111
20080519,1.55802,1.56333,1.54811,1.55264,860623
20080520,1.55259,1.56796,1.55035,1.56472,858464
20080521,1.56458,1.57965,1.56287,1.57787,862985
20080522,1.57790,1.58130,1.56893,1.57300,862370
20080523,1.57318,1.57939,1.56947,1.57578,830228
20080525,1.57652,1.57831,1.57457,1.57776,32621
20080526,1.57769,1.57910,1.57391,1.57763,859240
20080527,1.57781,1.58178,1.56695,1.56867,858900
20080528,1.56859,1.57600,1.56056,1.56545,856551
20080529,1.56545,1.56620,1.54800,1.55150,854216
20080530,1.55130,1.55682,1.54594,1.55499,781052
20080601,1.55512,1.55655,1.55455,1.55564,77091
20080602,1.55570,1.55881,1.54845,1.55380,858554
20080603,1.55384,1.56275,1.54085,1.54489,855285
20080604,1.54480,1.54825,1.54157,1.54320,856735
20080605,1.54323,1.56045,1.53633,1.55950,857114
20080606,1.55928,1.57780,1.55691,1.57748,821615
20080608,1.57831,1.57986,1.57719,1.57792,32759
20080609,1.57787,1.58432,1.56160,1.56469,855737
20080610,1.56495,1.56495,1.54371,1.54574,856233
20080611,1.54582,1.55868,1.54507,1.55580,856053
20080612,1.55585,1.55628,1.53764,1.54457,855184
20080613,1.54456,1.54621,1.53004,1.53770,826883
20080615,1.53826,1.54126,1.53779,1.53829,33171
20080616,1.53830,1.55188,1.53433,1.54635,856035
20080617,1.54622,1.55514,1.54558,1.55152,857953
20080618,1.55156,1.55513,1.54598,1.55430,854867
20080619,1.55447,1.55863,1.54631,1.54961,854126
20080620,1.54983,1.56510,1.54878,1.56028,780378
20080622,1.56153,1.56357,1.55917,1.56020,75742
20080623,1.56006,1.56268,1.54661,1.55202,854408
20080624,1.55192,1.56216,1.54876,1.55720,853111
20080625,1.55731,1.56872,1.55335,1.56626,853460
20080626,1.56656,1.57672,1.56249,1.57593,855031
20080627,1.57587,1.57924,1.57154,1.57906,823912
20080629,1.57789,1.57979,1.57701,1.57917,32401
20080630,1.57894,1.58359,1.57271,1.57590,854155
20080701,1.57602,1.58249,1.57210,1.57872,851965
20080702,1.57871,1.58917,1.57736,1.58762,848268
20080703,1.58757,1.59117,1.56708,1.56833,849298
20080704,1.56823,1.57262,1.56524,1.57029,819316
20080706,1.57002,1.57064,1.56859,1.56930,32685
20080707,1.56917,1.57533,1.56072,1.57226,852219
20080708,1.57230,1.57392,1.56333,1.56622,851850
20080709,1.56644,1.57494,1.56472,1.57282,849841
20080710,1.57315,1.58022,1.56876,1.57850,850780
20080711,1.57910,1.59472,1.57604,1.59368,776153
20080713,1.59498,1.59709,1.58954,1.58990,76088
20080714,1.59008,1.59350,1.58392,1.58872,852529
20080715,1.58888,1.60389,1.58643,1.59150,855179
20080716,1.59157,1.59477,1.57985,1.58242,851979
20080717,1.58216,1.58929,1.57815,1.58502,854369
20080718,1.58501,1.58867,1.58035,1.58448,818986
20080720,1.58418,1.58461,1.58265,1.58422,33540
20080721,1.58424,1.59313,1.58296,1.59103,851073
20080722,1.59130,1.59442,1.57536,1.57772,854284
20080723,1.57782,1.57989,1.56664,1.56812,853450
20080724,1.56809,1.57139,1.56253,1.56830,852512
20080725,1.56831,1.57537,1.56588,1.57043,818499
20080727,1.57047,1.57067,1.56801,1.56896,33341
20080728,1.56909,1.57683,1.56809,1.57422,852961
20080729,1.57434,1.57573,1.55493,1.55882,852043
20080730,1.55877,1.56166,1.55183,1.55805,848327
