"Date	ActualValue7	ForecastValue7	PreviousValue7"
"2011.02.24	-3.0		0.5"
"2011.01.27	3.0		3.6"
"2011.01.04	4.5		2.4"
"2010.12.23	2.4		-2.7"
"2010.11.24	-1.9		-0.8"
"2010.10.27	1.3		2.0"
"2010.09.24	1.9		-3.8"
"2010.08.25	-2.8		-0.6"
"2010.07.28	-0.6		0.9"
"2010.06.24	1.6		-1.0"
"2010.05.26	-1.0		2.8"
"2010.04.23	4.8		0.9"
"2010.03.24	1.7		-1.0"
"2010.02.25	-0.6		0.9"
"2010.01.28	2.0		2.0"
"2009.12.24	2.1		-1.3"
"2009.11.25	-1.3		1.2"
"2009.10.28	1.8		0.8"
"2009.09.25	-0.3		0.8"
"2009.08.26	0.8		1.1"
"2009.07.29	2.5		1.1"
"2009.06.24	1.1		0.8"
"2009.05.28	0.4		-0.6"
"2009.04.24	-0.6		3.9"
"2009.03.25	3.9		-4.5"
"2009.02.26	-3.0		-3.6"
"2009.01.29	-5.5		1.2"
"2008.12.24	0.6		-4.4"
"2008.11.26	-4.4		-1.1"
"2008.10.29	-1.0		-3.0"
"2008.09.25	-3.0		0.7"
"2008.08.27	0.7		2.0"
"2008.07.25	2.4		-0.9"
"2008.06.25	-0.9		2.5"
"2008.05.28	1.9		1.5"
"2008.04.24	1.5		-2.6"
"2008.03.26	-2.6		-1.6"
"2008.02.27	-1.6		2.6"
"2008.01.29	2.6		-0.7"
"2007.12.27	-0.4		-0.7"
"2007.11.28	-0.9		0.3"
"2007.10.25	1.1		-1.8"
"2007.09.26	-1.8		3.7"
"2007.08.24	3.4		-0.5"
"2007.07.26	-0.5		-0.4"
"2007.06.27	-0.2		1.9"
"2007.05.24	2.5		"
