"Date	ActualValue13	ForecastValue13	PreviousValue13"
"2010.03.04	0.1		0.1"
"2010.02.12	0.1		0.4"
"2010.01.08	0.4		0.4"
"2009.12.03	0.4		0.4"
"2009.11.13	0.4		-0.1"
"2009.10.07	-0.1		-0.1"
"2009.09.02	-0.1		-0.1"
"2009.08.13	-0.1		-2.5"
"2009.07.08	-2.5		-2.5"
"2009.06.03	-2.5		-2.5"
"2009.05.15	-2.5		-1.8"
"2009.04.07	-1.8		-1.5"
"2009.03.05	-1.5		-1.5"
"2009.02.13	-1.5		-0.6"
"2009.01.08	-0.6		-0.2"
"2008.12.04	-0.2		-0.2"
"2008.11.14	-0.2		-0.2"
"2008.10.08	-0.2		-0.2"
"2008.09.03	-0.2		-0.2"
"2008.08.14	-0.2		0.7"
"2008.07.09	0.7		0.8"
"2008.06.03	0.8		0.7"
"2008.05.15	0.7		0.4"
"2008.04.09	0.4		0.7"
"2008.03.04	0.4		0.4"
"2008.02.14	0.4		0.3"
"2008.01.09	0.3		0.7"
"2007.11.30	0.7		0.7"
"2007.11.14	0.7		0.3"
"2007.10.11	0.3		0.3"
"2007.09.04	0.3		0.3"
"2007.08.14	0.3		0.8"
"2007.07.12	0.8		0.6"
"2007.06.01	0.6		0.6"
"2007.05.15	0.6		0.9"
"2007.04.12	0.9		0.9"
"2007.03.06	0.9		0.6"
"2007.02.13	0.6		"
