Date,Open,High,Low,Close,Volume,ActualValue1,ForecastValue1,PreviousValue1,ActualValue2,ForecastValue2,PreviousValue2,ActualValue3,ForecastValue3,PreviousValue3,ActualValue5,ForecastValue5,PreviousValue5,ActualValue6,ForecastValue6,PreviousValue6,ActualValue7,ForecastValue7,PreviousValue7,ActualValue8,ForecastValue8,PreviousValue8,ActualValue9,ForecastValue9,PreviousValue9,ActualValue11,ForecastValue11,PreviousValue11,ActualValue12,ForecastValue12,PreviousValue12,ActualValue13,ForecastValue13,PreviousValue13,ActualValue14,ForecastValue14,PreviousValue14,ActualValue15,ForecastValue15,PreviousValue15,ActualValue16,ForecastValue16,PreviousValue16,ActualValue17,ForecastValue17,PreviousValue17,ActualValue18,ForecastValue18,PreviousValue18,ActualValue19,ForecastValue19,PreviousValue19,ActualValue20,ForecastValue20,PreviousValue20
2007-02-28,1.32297,1.32369,1.31787,1.32273,1995187,2.2,,,,,,,,,,,,,,,,,,111.2,,110.3,,,,,,,0.0,,,0.6,,,2.9,,,1.0,,0.9,,,,6.44,,6.22,,,,0.6,,,0.882,,1.120
2007-03-01,1.32255,1.32389,1.31547,1.31644,2016483,2.2,,,,,,52.3,,,,,,,,,,,,111.2,,110.3,,,,,,,0.0,,,0.6,,,2.9,,,1.0,,0.9,,,,6.44,,6.22,,,,0.6,,,0.882,,1.120
2007-03-02,1.31656,1.31998,1.31408,1.31882,1906934,2.2,,,,,,52.3,,,,,,,,,,,,111.2,,110.3,,,,,,,0.0,,,0.6,,,2.9,,,1.0,,0.9,,,,6.44,,6.22,,,,0.6,,,0.882,,1.120
2007-03-04,1.31949,1.32101,1.31817,1.3182,97978,2.2,,,,,,52.3,,,,,,,,,,,,111.2,,110.3,,,,,,,0.0,,,0.6,,,2.9,,,1.0,,0.9,,,,6.44,,6.22,,,,0.6,,,0.882,,1.120
2007-03-05,1.31802,1.31926,1.30723,1.3084,2010652,2.2,,,,,,52.3,,,,,,,,,,,,111.2,,110.3,,,,,,,0.0,,,0.6,,,2.9,,,1.0,,0.9,,,,6.44,,6.22,,,,0.6,,,0.882,,1.120
2007-03-06,1.30813,1.3139,1.30798,1.31332,2006319,2.2,,,,,,52.3,,,,,,,,,,,,111.2,,110.3,,,,,,,0.0,,,0.9,,0.6,2.9,,,1.0,,0.9,,,,6.44,,6.22,,,,0.6,,,0.882,,1.120
2007-03-07,1.31338,1.31844,1.31086,1.31747,2003757,2.2,,,,,,52.3,,,,,,57,,,,,,111.2,,110.3,,,,,,,0.0,,,0.9,,0.6,2.9,,,1.0,,0.9,,,,6.44,,6.22,,,,0.6,,,0.882,,1.120
2007-03-08,1.31735,1.31813,1.31154,1.31365,2001217,2.2,,,,,,52.3,,,,,,57,,,,,,111.2,,110.3,,,,,,,0.0,,,0.9,,0.6,2.9,,,1.0,,0.9,,,,6.44,,6.22,,,,0.6,,,0.882,,1.120
2007-03-09,1.31343,1.31583,1.30864,1.31118,1912499,2.2,,,,,,52.3,,,,,,57,,,,,,111.2,,110.3,,,,,,,0.0,,,0.9,,0.6,2.9,,,1.0,,0.9,,,,6.44,,6.22,,,,0.6,,,0.882,,1.120
2007-03-11,1.31236,1.31415,1.31068,1.31242,145408,2.2,,,,,,52.3,,,,,,57,,,,,,111.2,,110.3,,,,,,,0.0,,,0.9,,0.6,2.9,,,1.0,,0.9,,,,6.44,,6.22,,,,0.6,,,0.882,,1.120
2007-03-12,1.31221,1.31992,1.31054,1.3186,2014385,2.2,,,,,,52.3,,,,,,57,,,,,,111.2,,110.3,,,,,,,0.0,,,0.9,,0.6,2.9,,,1.0,,0.9,,,,6.44,,6.22,,,,0.6,,,0.882,,1.120
2007-03-13,1.31857,1.32186,1.31547,1.31867,2009474,2.2,,,,,,52.3,,,,,,57,,,,,,111.2,,110.3,,,,,,,0.0,,,0.9,,0.6,5.8,,2.9,1.0,,0.9,,,,6.44,,6.22,,,,0.6,,,0.882,,1.120
2007-03-14,1.31856,1.3244,1.31764,1.32318,2029182,2.2,,,,,,52.3,,,,,,57,,,,,,111.2,,110.3,,,,0.3,,,0.0,,,0.9,,0.6,5.8,,2.9,1.0,,0.9,,,,6.44,,6.22,,,,0.6,,,0.882,,1.120
2007-03-15,1.32323,1.32791,1.31919,1.32783,2010369,2.2,,,,,,52.3,,,,,,57,,,,,,111.2,,110.3,,,,0.3,,,0.0,,,0.9,,0.6,5.8,,2.9,1.0,,0.9,,,,6.44,,6.22,,,,0.6,,,0.882,,1.120
2007-03-16,1.3278,1.33381,1.32722,1.33106,1854826,2.2,,,,,,52.3,,,,,,57,,,,,,111.2,,110.3,,,,0.3,,,0.0,,,0.9,,0.6,5.8,,2.9,1.0,,0.9,,,,6.44,,6.22,,,,0.6,,,0.882,,1.120
2007-03-18,1.33064,1.33196,1.33064,1.33161,141054,2.2,,,,,,52.3,,,,,,57,,,,,,111.2,,110.3,,,,0.3,,,0.0,,,0.9,,0.6,5.8,,2.9,1.0,,0.9,,,,6.44,,6.22,,,,0.6,,,0.882,,1.120
2007-03-19,1.33142,1.33241,1.3278,1.33095,2014950,2.2,,,,,,52.3,,,,,,57,,,,,,111.2,,110.3,,,,0.3,,,0.0,,,0.9,,0.6,5.8,,2.9,1.0,,0.9,,,,6.44,,6.22,,,,0.6,,,0.882,,1.120
2007-03-20,1.33097,1.33232,1.32701,1.33135,2704618,2.2,,,,,,52.3,,,,,,57,,,,,,111.2,,110.3,1.532,,,0.3,,,0.3,,0.0,0.9,,0.6,5.8,,2.9,1.0,,0.9,,,,6.44,,6.22,,,,0.6,,,0.882,,1.120
2007-03-21,1.33137,1.34094,1.32861,1.33956,2681360,2.2,,,,,,52.3,,,,,,57,,,,,,111.2,,110.3,1.532,,,0.3,,,0.3,,0.0,0.9,,0.6,5.8,,2.9,1.0,,0.9,,,,6.44,,6.22,,,,0.6,,,0.882,,1.120
2007-03-22,1.33958,1.34002,1.3309,1.33285,2677874,2.2,,,,,,52.3,,,,,,57,,,,,,111.2,,110.3,1.532,,,0.3,,,0.3,,0.0,0.9,,0.6,5.8,,2.9,1.0,,0.9,,,,6.44,,6.22,,,,0.6,,,0.882,,1.120
2007-03-23,1.33311,1.33407,1.32762,1.32789,2495298,2.2,,,,,,52.3,,,,,,57,,,,,,111.2,,110.3,1.532,,,0.3,,,0.3,,0.0,0.9,,0.6,5.8,,2.9,1.0,,0.9,,,,6.69,,6.46,,,,0.6,,,0.882,,1.120
2007-03-25,1.32801,1.32933,1.32571,1.32708,192321,2.2,,,,,,52.3,,,,,,57,,,,,,111.2,,110.3,1.532,,,0.3,,,0.3,,0.0,0.9,,0.6,5.8,,2.9,1.0,,0.9,,,,6.69,,6.46,,,,0.6,,,0.882,,1.120
2007-03-26,1.32724,1.33455,1.32534,1.33267,634743,2.2,,,,,,52.3,,,,,,57,,,,,,111.2,,110.3,1.532,,,0.3,,,0.3,,0.0,0.9,,0.6,5.8,,2.9,1.0,,0.9,,,,6.69,,6.46,,,,0.6,,,0.836,,0.937
2007-03-27,1.33277,1.33667,1.33013,1.33482,616057,2.2,,,,,,52.3,,,,,,57,,,,,,108.2,,112.5,1.532,,,0.3,,,0.3,,0.0,0.9,,0.6,5.8,,2.9,1.0,,0.9,,,,6.69,,6.46,,,,0.6,,,0.836,,0.937
2007-03-28,1.332,1.33716,1.33006,1.33082,627376,2.2,,,,,,52.3,,,,,,57,,,,,,108.2,,112.5,1.532,,,0.3,,,0.3,,0.0,0.9,,0.6,5.8,,2.9,1.0,,0.9,,,,6.69,,6.46,,,,0.6,,,0.836,,0.937
2007-03-29,1.33084,1.33517,1.32984,1.33285,632808,2.5,,2.2,,,,52.3,,,,,,57,,,,,,108.2,,112.5,1.532,,,0.3,,,0.3,,0.0,0.9,,0.6,5.8,,2.9,1.0,,0.9,,,,6.69,,6.46,,,,0.6,,,0.836,,0.937
2007-03-30,1.33277,1.33985,1.3288,1.3353,900185,2.5,,2.2,,,,52.3,,,,,,57,,,,,,108.2,,112.5,1.532,,,0.3,,,0.3,,0.0,0.9,,0.6,5.8,,2.9,1.0,,0.9,,,,6.69,,6.46,,,,0.6,,,0.836,,0.937
2007-04-01,1.3371,1.3377,1.3352,1.3354,60982,2.5,,2.2,,,,52.3,,,,,,57,,,,,,108.2,,112.5,1.532,,,0.3,,,0.3,,0.0,0.9,,0.6,5.8,,2.9,1.0,,0.9,,,,6.69,,6.46,,,,0.6,,,0.836,,0.937
2007-04-02,1.3353,1.33802,1.33312,1.33715,1088623,2.5,,2.2,,,,50.9,,52.3,,,,57,,,,,,108.2,,112.5,1.532,,,0.3,,,0.3,,0.0,0.9,,0.6,5.8,,2.9,1.0,,0.9,,,,6.69,,6.46,,,,0.6,,,0.836,,0.937
2007-04-03,1.33709,1.33802,1.33179,1.33225,1078438,2.5,,2.2,,,,50.9,,52.3,,,,57,,,,,,108.2,,112.5,1.532,,,0.3,,,0.3,,0.0,0.9,,0.6,5.8,,2.9,1.0,,0.9,,,,6.69,,6.46,,,,0.6,,,0.836,,0.937
2007-04-04,1.3323,1.3381,1.3321,1.3374,1083426,2.5,,2.2,,,,50.9,,52.3,,,,106,,57,,,,108.2,,112.5,1.532,,,0.3,,,0.3,,0.0,0.9,,0.6,5.8,,2.9,1.0,,0.9,,,,6.69,,6.46,,,,0.6,,,0.836,,0.937
2007-04-05,1.3374,1.3441,1.33525,1.34245,948571,2.5,,2.2,,,,50.9,,52.3,,,,106,,57,,,,108.2,,112.5,1.532,,,0.3,,,0.3,,0.0,0.9,,0.6,5.8,,2.9,1.0,,0.9,,,,6.69,,6.46,,,,0.6,,,0.836,,0.937
2007-04-06,1.34245,1.3428,1.3364,1.3378,404816,2.5,,2.2,,,,50.9,,52.3,,,,106,,57,,,,108.2,,112.5,1.532,,,0.3,,,0.3,,0.0,0.9,,0.6,5.8,,2.9,1.0,,0.9,,,,6.69,,6.46,,,,0.6,,,0.836,,0.937
2007-04-08,1.3374,1.33798,1.33635,1.3368,30837,2.5,,2.2,,,,50.9,,52.3,,,,106,,57,,,,108.2,,112.5,1.532,,,0.3,,,0.3,,0.0,0.9,,0.6,5.8,,2.9,1.0,,0.9,,,,6.69,,6.46,,,,0.6,,,0.836,,0.937
2007-04-09,1.3368,1.3379,1.334,1.3353,417640,2.5,,2.2,,,,50.9,,52.3,,,,106,,57,,,,108.2,,112.5,1.532,,,0.3,,,0.3,,0.0,0.9,,0.6,5.8,,2.9,1.0,,0.9,,,,6.69,,6.46,,,,0.6,,,0.836,,0.937
2007-04-10,1.3353,1.3456,1.3349,1.34285,1226103,2.5,,2.2,,,,50.9,,52.3,,,,106,,57,,,,108.2,,112.5,1.532,,,0.3,,,0.3,,0.0,0.9,,0.6,5.8,,2.9,1.0,,0.9,,,,6.69,,6.46,,,,0.6,,,0.836,,0.937
2007-04-11,1.3429,1.3441,1.34065,1.3436,1050825,2.5,,2.2,,,,50.9,,52.3,,,,106,,57,,,,108.2,,112.5,1.532,,,0.3,,,0.3,,0.0,0.9,,0.6,5.8,,2.9,1.0,,0.9,,,,6.69,,6.46,,,,0.6,,,0.836,,0.937
2007-04-12,1.3436,1.3504,1.34315,1.3486,861467,2.5,,2.2,,,,50.9,,52.3,,,,106,,57,,,,108.2,,112.5,1.532,,,0.3,,,0.3,,0.0,0.9,,0.9,5.8,,2.9,1.0,,0.9,,,,6.69,,6.46,,,,0.6,,,0.836,,0.937
2007-04-13,1.3485,1.35525,1.34815,1.35255,410696,2.5,,2.2,,,,50.9,,52.3,,,,106,,57,,,,108.2,,112.5,1.532,,,0.3,,,0.3,,0.0,0.9,,0.9,5.8,,2.9,1.0,,0.9,,,,6.69,,6.46,,,,0.6,,,0.836,,0.937
2007-04-15,1.3554,1.3577,1.35221,1.3568,39571,2.5,,2.2,,,,50.9,,52.3,,,,106,,57,,,,108.2,,112.5,1.532,,,0.3,,,0.3,,0.0,0.9,,0.9,5.8,,2.9,1.0,,0.9,,,,6.69,,6.46,,,,0.6,,,0.836,,0.937
2007-04-16,1.35685,1.357,1.35221,1.3527,961129,2.5,,2.2,,,,50.9,,52.3,,,,106,,57,,,,108.2,,112.5,1.532,,,0.3,,,0.3,,0.0,0.9,,0.9,5.8,,2.9,1.0,,0.9,,,,6.69,,6.46,,,,0.6,,,0.836,,0.937
2007-04-17,1.3527,1.3594,1.3525,1.35715,1053467,2.5,,2.2,,,,50.9,,52.3,,,,106,,57,,,,108.2,,112.5,1.457,,1.532,0.3,,,0.3,,0.0,0.9,,0.9,16.5,,5.8,1.0,,0.9,,,,6.69,,6.46,,,,0.6,,,0.836,,0.937
2007-04-18,1.3572,1.362,1.3556,1.36145,1204913,2.5,,2.2,,,,50.9,,52.3,,,,106,,57,,,,108.2,,112.5,1.457,,1.532,0.3,,,0.3,,0.0,0.9,,0.9,16.5,,5.8,1.0,,0.9,,,,6.69,,6.46,,,,0.6,,,0.836,,0.937
2007-04-19,1.36145,1.3628,1.35605,1.3624,919073,2.5,,2.2,,,,50.9,,52.3,,,,106,,57,,,,108.2,,112.5,1.457,,1.532,0.3,,,0.3,,0.3,0.9,,0.9,16.5,,5.8,1.0,,0.9,,,,6.69,,6.46,,,,0.6,,,0.836,,0.937
2007-04-20,1.3624,1.3637,1.3586,1.3588,1006382,2.5,,2.2,,,,50.9,,52.3,,,,106,,57,,,,108.2,,112.5,1.457,,1.532,0.3,,,0.3,,0.3,0.9,,0.9,16.5,,5.8,1.0,,0.9,,,,6.69,,6.46,,,,0.6,,,0.836,,0.937
2007-04-22,1.35975,1.3607,1.35929,1.3599,24163,2.5,,2.2,,,,50.9,,52.3,,,,106,,57,,,,108.2,,112.5,1.457,,1.532,0.3,,,0.3,,0.3,0.9,,0.9,16.5,,5.8,1.0,,0.9,,,,6.69,,6.46,,,,0.6,,,0.836,,0.937
2007-04-23,1.3598,1.36025,1.354,1.358,714787,2.5,,2.2,,,,50.9,,52.3,,,,106,,57,,,,108.2,,112.5,1.457,,1.532,0.3,,,0.3,,0.3,0.9,,0.9,16.5,,5.8,1.0,,0.9,,,,6.69,,6.46,,,,0.6,,,0.836,,0.937
2007-04-24,1.358,1.3643,1.3548,1.36335,1108297,2.5,,2.2,,,,50.9,,52.3,,,,106,,57,,,,106.3,,107.2,1.457,,1.532,0.3,,,0.3,,0.3,0.9,,0.9,16.5,,5.8,1.0,,0.9,,,,6.15,,6.69,,,,0.6,,,0.836,,0.937
2007-04-25,1.3634,1.3665,1.3622,1.3639,895957,2.5,,2.2,,,,50.9,,52.3,,,,106,,57,,,,106.3,,107.2,1.457,,1.532,0.3,,,0.3,,0.3,0.9,,0.9,16.5,,5.8,1.0,,0.9,,,,6.15,,6.69,,,,0.6,,,0.844,,0.848
2007-04-26,1.3639,1.3654,1.3584,1.3592,1230975,2.5,,2.2,,,,50.9,,52.3,,,,106,,57,,,,106.3,,107.2,1.457,,1.532,0.3,,,0.3,,0.3,0.9,,0.9,16.5,,5.8,1.0,,0.9,,,,6.15,,6.69,,,,0.6,,,0.844,,0.848
2007-04-27,1.3593,1.3682,1.35865,1.3652,968046,1.3,,2.5,,,,50.9,,52.3,,,,106,,57,,,,106.3,,107.2,1.457,,1.532,0.3,,,0.3,,0.3,0.9,,0.9,16.5,,5.8,1.0,,0.9,,,,6.15,,6.69,,,,0.6,,,0.844,,0.848
2007-04-29,1.36305,1.3648,1.3615,1.36235,41570,1.3,,2.5,,,,50.9,,52.3,,,,106,,57,,,,106.3,,107.2,1.457,,1.532,0.3,,,0.3,,0.3,0.9,,0.9,16.5,,5.8,1.0,,0.9,,,,6.15,,6.69,,,,0.6,,,0.844,,0.848
2007-04-30,1.36235,1.36777,1.35884,1.3651,663100,1.3,,2.5,,,,50.9,,52.3,,,,106,,57,,,,106.3,,107.2,1.457,,1.532,0.3,,,0.3,,0.3,0.9,,0.9,16.5,,5.8,1.0,,0.9,,,,6.15,,6.69,,,,0.6,,,0.844,,0.848
2007-05-01,1.36515,1.36711,1.35897,1.36021,664397,1.3,,2.5,,,,54.7,,50.9,,,,106,,57,,,,106.3,,107.2,1.457,,1.532,0.3,,,0.3,,0.3,0.9,,0.9,16.5,,5.8,1.0,,0.9,,,,6.15,,6.69,,,,0.6,,,0.844,,0.848
2007-05-02,1.36026,1.36097,1.35598,1.35927,659467,1.3,,2.5,,,,54.7,,50.9,,,,61,,106,,,,106.3,,107.2,1.457,,1.532,0.3,,,0.3,,0.3,0.9,,0.9,16.5,,5.8,1.0,,0.9,,,,6.15,,6.69,,,,0.6,,,0.844,,0.848
2007-05-03,1.3593,1.36193,1.35459,1.35508,668434,1.3,,2.5,,,,54.7,,50.9,,,,61,,106,,,,106.3,,107.2,1.457,,1.532,0.3,,,0.3,,0.3,0.9,,0.9,16.5,,5.8,1.0,,0.9,,,,6.15,,6.69,,,,0.6,,,0.844,,0.848
2007-05-04,1.35512,1.36088,1.35344,1.35893,608669,1.3,,2.5,,,,54.7,,50.9,,,,61,,106,,,,106.3,,107.2,1.457,,1.532,0.3,,,0.3,,0.3,0.9,,0.9,16.5,,5.8,1.0,,0.9,,,,6.15,,6.69,,,,0.6,,,0.844,,0.848
2007-05-06,1.36015,1.36023,1.35883,1.35917,57083,1.3,,2.5,,,,54.7,,50.9,,,,61,,106,,,,106.3,,107.2,1.457,,1.532,0.3,,,0.3,,0.3,0.9,,0.9,16.5,,5.8,1.0,,0.9,,,,6.15,,6.69,,,,0.6,,,0.844,,0.848
2007-05-07,1.3592,1.36255,1.35897,1.35957,671605,1.3,,2.5,,,,54.7,,50.9,,,,61,,106,,,,106.3,,107.2,1.457,,1.532,0.3,,,0.3,,0.3,0.9,,0.9,16.5,,5.8,1.0,,0.9,,,,6.15,,6.69,,,,0.6,,,0.844,,0.848
2007-05-08,1.35962,1.36202,1.35155,1.35377,674514,1.3,,2.5,,,,54.7,,50.9,,,,61,,106,,,,106.3,,107.2,1.457,,1.532,0.3,,,0.3,,0.3,0.9,,0.9,16.5,,5.8,1.0,,0.9,,,,6.15,,6.69,,,,0.6,,,0.844,,0.848
2007-05-09,1.35379,1.35641,1.35187,1.35326,660783,1.3,,2.5,5.25,,5.25,54.7,,50.9,,,,61,,106,,,,106.3,,107.2,1.457,,1.532,0.3,,,0.3,,0.3,0.9,,0.9,16.5,,5.8,1.0,,0.9,,,,6.15,,6.69,,,,0.6,,,0.844,,0.848
2007-05-10,1.35325,1.35624,1.34656,1.34757,675330,1.3,,2.5,5.25,,5.25,54.7,,50.9,,,,61,,106,,,,106.3,,107.2,1.457,,1.532,0.3,,,0.3,,0.3,0.9,,0.9,16.5,,5.8,1.0,,0.9,,,,6.15,,6.69,,,,0.6,,,0.844,,0.848
2007-05-11,1.3476,1.35305,1.34628,1.35222,616728,1.3,,2.5,5.25,,5.25,54.7,,50.9,,,,61,,106,,,,106.3,,107.2,1.457,,1.532,0.3,,,0.3,,0.3,0.9,,0.9,16.5,,5.8,1.0,,0.9,,,,6.15,,6.69,,,,0.6,,,0.844,,0.848
2007-05-13,1.35343,1.35433,1.35271,1.35397,56840,1.3,,2.5,5.25,,5.25,54.7,,50.9,,,,61,,106,,,,106.3,,107.2,1.457,,1.532,0.3,,,0.3,,0.3,0.9,,0.9,16.5,,5.8,1.0,,0.9,,,,6.15,,6.69,,,,0.6,,,0.844,,0.848
2007-05-14,1.35395,1.3557,1.35235,1.35417,667461,1.3,,2.5,5.25,,5.25,54.7,,50.9,,,,61,,106,,,,106.3,,107.2,1.457,,1.532,0.3,,,0.3,,0.3,0.9,,0.9,16.5,,5.8,1.0,,0.9,,,,6.15,,6.69,,,,0.6,,,0.844,,0.848
2007-05-15,1.3542,1.36071,1.35264,1.35896,668707,1.3,,2.5,5.25,,5.25,54.7,,50.9,,,,61,,106,,,,106.3,,107.2,1.457,,1.532,0.3,,,0.3,,0.3,0.6,,0.9,16.5,,5.8,0.5,,1.0,,,,6.15,,6.69,,,,0.6,,,0.844,,0.848
2007-05-16,1.35901,1.36081,1.35035,1.35208,673343,1.3,,2.5,5.25,,5.25,54.7,,50.9,,,,61,,106,,,,106.3,,107.2,1.457,,1.532,0.3,,,0.3,,0.3,0.6,,0.9,16.5,,5.8,0.5,,1.0,,,,6.15,,6.69,,,,0.6,,,0.844,,0.848
2007-05-17,1.3521,1.35421,1.34773,1.34937,666990,1.3,,2.5,5.25,,5.25,54.7,,50.9,,,,61,,106,,,,106.3,,107.2,1.457,,1.532,0.3,,,0.3,,0.3,0.6,,0.9,16.5,,5.8,0.5,,1.0,,,,6.15,,6.69,,,,0.6,,,0.844,,0.848
2007-05-18,1.3494,1.35205,1.34648,1.35053,607737,1.3,,2.5,5.25,,5.25,54.7,,50.9,,,,61,,106,,,,106.3,,107.2,1.457,,1.532,0.3,,,0.1,,0.3,0.6,,0.9,16.5,,5.8,0.5,,1.0,,,,6.15,,6.69,,,,0.6,,,0.844,,0.848
2007-05-20,1.35123,1.35288,1.35123,1.35195,58759,1.3,,2.5,5.25,,5.25,54.7,,50.9,,,,61,,106,,,,106.3,,107.2,1.457,,1.532,0.3,,,0.1,,0.3,0.6,,0.9,16.5,,5.8,0.5,,1.0,,,,6.15,,6.69,,,,0.6,,,0.844,,0.848
2007-05-21,1.35195,1.35214,1.34359,1.3462,662670,1.3,,2.5,5.25,,5.25,54.7,,50.9,,,,61,,106,,,,106.3,,107.2,1.457,,1.532,0.3,,,0.1,,0.3,0.6,,0.9,16.5,,5.8,0.5,,1.0,,,,6.15,,6.69,,,,0.6,,,0.844,,0.848
2007-05-22,1.34615,1.34744,1.34376,1.34487,664428,1.3,,2.5,5.25,,5.25,54.7,,50.9,,,,61,,106,,,,106.3,,107.2,1.457,,1.532,0.3,,,0.1,,0.3,0.6,,0.9,24.0,,16.5,0.5,,1.0,,,,6.15,,6.69,,,,7.6,,0.7,0.844,,0.848
2007-05-23,1.34487,1.35004,1.34149,1.34541,668151,1.3,,2.5,5.25,,5.25,54.7,,50.9,,,,61,,106,,,,106.3,,107.2,1.457,,1.532,0.3,,,0.1,,0.3,0.6,,0.9,24.0,,16.5,0.5,,1.0,,,,6.15,,6.69,,,,7.6,,0.7,0.844,,0.848
2007-05-24,1.34537,1.34602,1.34155,1.34221,672073,1.3,,2.5,5.25,,5.25,54.7,,50.9,,,,61,,106,2.5,,,106.3,,107.2,1.457,,1.532,0.3,,,0.1,,0.3,0.6,,0.9,24.0,,16.5,0.5,,0.5,,,,6.15,,6.69,,,,7.6,,0.7,0.930,,0.858
2007-05-25,1.34215,1.34714,1.34114,1.3438,423098,1.3,,2.5,5.25,,5.25,54.7,,50.9,,,,61,,106,2.5,,,108.5,,104.0,1.457,,1.532,0.3,,,0.1,,0.3,0.6,,0.9,24.0,,16.5,0.5,,0.5,,,,6.01,,6.12,,,,7.6,,0.7,0.930,,0.858
2007-05-27,1.34465,1.3451,1.34399,1.3446,237407,1.3,,2.5,5.25,,5.25,54.7,,50.9,,,,61,,106,2.5,,,108.5,,104.0,1.457,,1.532,0.3,,,0.1,,0.3,0.6,,0.9,24.0,,16.5,0.5,,0.5,,,,6.01,,6.12,,,,7.6,,0.7,0.930,,0.858
2007-05-28,1.34456,1.34579,1.34425,1.34505,658609,1.3,,2.5,5.25,,5.25,54.7,,50.9,,,,61,,106,2.5,,,108.5,,104.0,1.457,,1.532,0.3,,,0.1,,0.3,0.6,,0.9,24.0,,16.5,0.5,,0.5,,,,6.01,,6.12,,,,7.6,,0.7,0.930,,0.858
2007-05-29,1.34509,1.35183,1.34192,1.34507,664302,1.3,,2.5,5.25,,5.25,54.7,,50.9,,,,61,,106,2.5,,,108.5,,104.0,1.457,,1.532,0.3,,,0.1,,0.3,0.6,,0.9,24.0,,16.5,0.5,,0.5,,,,6.01,,6.12,,,,7.6,,0.7,0.930,,0.858
2007-05-30,1.34511,1.34563,1.34079,1.3431,662562,1.3,,2.5,5.25,,5.25,54.7,,50.9,,,,97,,64,2.5,,,108.5,,104.0,1.457,,1.532,0.3,,,0.1,,0.3,0.6,,0.9,24.0,,16.5,0.5,,0.5,,,,6.01,,6.12,,,,7.6,,0.7,0.930,,0.858
2007-05-31,1.3431,1.3471,1.34219,1.34528,665105,0.6,,1.3,5.25,,5.25,54.7,,50.9,,,,97,,64,2.5,,,108.5,,104.0,1.457,,1.532,0.3,,,0.1,,0.3,0.6,,0.9,24.0,,16.5,0.5,,0.5,,,,6.01,,6.12,,,,7.6,,0.7,0.930,,0.858
2007-06-01,1.34526,1.34602,1.33915,1.34439,423590,0.6,,1.3,5.25,,5.25,55.0,,54.7,,,,97,,64,2.5,,,108.5,,104.0,1.457,,1.532,0.3,,,0.1,,0.3,0.6,,0.6,24.0,,16.5,0.5,,0.5,,,,6.01,,6.12,,,,7.6,,0.7,0.930,,0.858
2007-06-03,1.3441,1.34448,1.34353,1.3442,237124,0.6,,1.3,5.25,,5.25,55.0,,54.7,,,,97,,64,2.5,,,108.5,,104.0,1.457,,1.532,0.3,,,0.1,,0.3,0.6,,0.6,24.0,,16.5,0.5,,0.5,,,,6.01,,6.12,,,,7.6,,0.7,0.930,,0.858
2007-06-04,1.34422,1.34978,1.34317,1.34907,659334,0.6,,1.3,5.25,,5.25,55.0,,54.7,,,,97,,64,2.5,,,108.5,,104.0,1.457,,1.532,0.3,,,0.1,,0.3,0.6,,0.6,24.0,,16.5,0.5,,0.5,,,,6.01,,6.12,,,,7.6,,0.7,0.930,,0.858
2007-06-05,1.34909,1.35515,1.34885,1.35157,663708,0.6,,1.3,5.25,,5.25,55.0,,54.7,,,,97,,64,2.5,,,108.5,,104.0,1.457,,1.532,0.3,,,0.1,,0.3,0.6,,0.6,24.0,,16.5,0.5,,0.5,,,,6.01,,6.12,,,,7.6,,0.7,0.930,,0.858
2007-06-06,1.35162,1.35371,1.34844,1.34957,664167,0.6,,1.3,5.25,,5.25,55.0,,54.7,,,,97,,64,2.5,,,108.5,,104.0,1.457,,1.532,0.3,,,0.1,,0.3,0.6,,0.6,24.0,,16.5,0.5,,0.5,,,,6.01,,6.12,,,,7.6,,0.7,0.930,,0.858
2007-06-07,1.34963,1.35113,1.34209,1.34247,660722,0.6,,1.3,5.25,,5.25,55.0,,54.7,,,,97,,64,2.5,,,108.5,,104.0,1.457,,1.532,0.3,,,0.1,,0.3,0.6,,0.6,24.0,,16.5,0.5,,0.5,,,,6.01,,6.12,,,,7.6,,0.7,0.930,,0.858
2007-06-08,1.34251,1.34269,1.33225,1.33708,600642,0.6,,1.3,5.25,,5.25,55.0,,54.7,,,,97,,64,2.5,,,108.5,,104.0,1.457,,1.532,0.3,,,0.1,,0.3,0.6,,0.6,24.0,,16.5,0.5,,0.5,,,,6.01,,6.12,,,,7.6,,0.7,0.930,,0.858
2007-06-10,1.33671,1.33711,1.33513,1.33559,56942,0.6,,1.3,5.25,,5.25,55.0,,54.7,,,,97,,64,2.5,,,108.5,,104.0,1.457,,1.532,0.3,,,0.1,,0.3,0.6,,0.6,24.0,,16.5,0.5,,0.5,,,,6.01,,6.12,,,,7.6,,0.7,0.930,,0.858
2007-06-11,1.33557,1.33606,1.33325,1.3349,655516,0.6,,1.3,5.25,,5.25,55.0,,54.7,,,,97,,64,2.5,,,108.5,,104.0,1.457,,1.532,0.3,,,0.1,,0.3,0.6,,0.6,24.0,,16.5,0.5,,0.5,,,,6.01,,6.12,,,,7.6,,0.7,0.930,,0.858
2007-06-12,1.33496,1.33683,1.32981,1.33,648426,0.6,,1.3,5.25,,5.25,55.0,,54.7,,,,97,,64,2.5,,,108.5,,104.0,1.457,,1.532,0.3,,,0.1,,0.3,0.6,,0.6,24.0,,16.5,0.5,,0.5,,,,6.01,,6.12,,,,7.6,,0.7,0.930,,0.858
