"Date	ActualValue5	ForecastValue5	PreviousValue5"
"2011.04.13	1.600		2.000"
"2011.04.06	2.000		2.900"
"2011.03.30	2.900		2.100"
"2011.03.23	2.100		1.700"
"2011.03.16	1.700		2.500"
"2011.03.09	2.500		-0.400"
"2011.03.02	-0.400		0.800"
"2011.02.24	0.800		0.900"
"2011.02.16	0.900		1.900"
"2011.02.09	1.900		2.600"
"2011.02.02	2.600		4.800"
"2011.01.26	4.800		2.600"
"2011.01.20	2.600		-2.200"
"2011.01.12	-2.200		-4.200"
"2011.01.05	-4.200		-1.300"
"2010.12.30	-1.300		-5.300"
"2010.12.22	-5.300		-9.900"
"2010.12.15	-9.900		-3.800"
"2010.12.08	-3.800		1.100"
"2010.12.01	1.100		1.000"
"2010.11.24	1.000		-7.300"
"2010.11.17	-7.300		-3.300"
"2010.11.10	-3.300		2.000"
"2010.11.03	2.000		5.000"
"2010.10.27	5.000		0.700"
"2010.10.20	0.700		-0.400"
"2010.10.14	-0.400		3.100"
"2010.10.06	3.100		-0.500"
"2010.09.29	-0.500		1.000"
"2010.09.22	1.000		-2.500"
"2010.09.15	-2.500		-1.900"
"2010.09.09	-1.900		3.400"
"2010.09.01	3.400		4.100"
"2010.08.25	4.100		-0.800"
"2010.08.18	-0.800		-3.000"
"2010.08.11	-3.000		-2.800"
"2010.08.04	-2.800		7.300"
"2010.07.28	7.300		0.400"
"2010.07.21	0.400		-5.100"
"2010.07.14	-5.100		-5.000"
"2010.07.08	-5.000		-2.000"
"2010.06.30	-2.000		2.000"
"2010.06.23	2.000		1.700"
"2010.06.16	1.700		-1.800"
"2010.06.09	-1.800		-1.900"
"2010.06.03	-1.900		2.400"
"2010.05.26	2.400		0.200"
"2010.05.19	0.200		1.900"
"2010.05.12	1.900		2.800"
"2010.05.05	2.800		1.900"
"2010.04.28	1.900		1.900"
"2010.04.21	1.900		-2.200"
"2010.04.14	-2.200		2.000"
"2010.04.07	2.000		2.900"
"2010.03.31	2.900		7.300"
"2010.03.24	7.300		1.000"
"2010.03.17	1.000		1.400"
"2010.03.10	1.400		4.100"
"2010.03.03	4.100		3.000"
"2010.02.24	3.000		3.100"
"2010.02.18	3.100		2.400"
"2010.02.12	2.400		2.300"
"2010.02.03	2.300		-3.900"
"2010.01.27	-3.900		-0.400"
"2010.01.21	-0.400		3.700"
"2010.01.13	3.700		1.300"
"2010.01.06	1.300		-1.500"
"2009.12.30	-1.500		-4.900"
"2009.12.23	-4.900		-3.700"
"2009.12.16	-3.700		-3.800"
"2009.12.09	-3.800		2.100"
"2009.12.02	2.100		1.000"
"2009.11.25	1.000		-0.900"
"2009.11.18	-0.900		1.800"
"2009.11.12	1.800		-4.000"
"2009.11.04	-4.000		0.800"
"2009.10.28	0.800		1.300"
"2009.10.21	1.300		0.400"
"2009.10.15	0.400		-1.000"
"2009.10.07	-1.000		2.800"
"2009.09.30	2.800		2.800"
"2009.09.23	2.800		-4.700"
"2009.09.16	-4.700		-5.900"
"2009.09.10	-5.900		-0.400"
"2009.09.02	-0.400		0.200"
"2009.08.26	0.200		-8.400"
"2009.08.19	-8.400		2.500"
"2009.08.12	2.500		1.700"
"2009.08.05	1.700		5.100"
"2009.07.29	5.100		-1.800"
"2009.07.22	-1.800		-2.800"
"2009.07.15	-2.800		-2.900"
"2009.07.08	-2.900		-3.700"
"2009.07.01	-3.700		-3.800"
"2009.06.24	-3.800		-3.900"
"2009.06.17	-3.900		-4.400"
"2009.06.10	-4.400		2.900"
"2009.06.03	2.900		-5.400"
"2009.05.28	-5.400		-2.100"
"2009.05.20	-2.100		-4.700"
"2009.05.13	-4.700		0.600"
"2009.05.06	0.600		4.100"
"2009.04.29	4.100		3.900"
"2009.04.22	3.900		5.600"
"2009.04.15	5.600		1.700"
"2009.04.08	1.700		2.800"
"2009.04.01	2.800		3.300"
"2009.03.25	3.300		2.000"
"2009.03.18	2.000		0.700"
"2009.03.11	0.700		-0.700"
"2009.03.04	-0.700		0.700"
"2009.02.25	0.700		-0.200"
"2009.02.19	-0.200		4.700"
"2009.02.11	4.700		7.200"
"2009.02.04	7.200		6.200"
"2009.01.28	6.200		6.100"
"2009.01.22	6.100		1.200"
"2009.01.14	1.200		6.700"
"2009.01.07	6.700		0.500"
"2008.12.31	0.500		-3.100"
"2008.12.24	-3.100		0.500"
"2008.12.17	0.500		0.400"
"2008.12.10	0.400		-0.400"
"2008.12.03	-0.400		7.300"
"2008.11.26	7.300		1.600"
"2008.11.19	1.600		0.000"
"2008.11.13	0.000		0.000"
"2008.11.05	0.000		0.500"
"2008.10.29	0.500		3.200"
"2008.10.22	3.200		5.600"
"2008.10.16	5.600		8.100"
"2008.10.08	8.100		4.300"
"2008.10.01	4.300		-1.500"
"2008.09.24	-1.500		-6.300"
"2008.09.17	-6.300		-5.900"
"2008.09.10	-5.900		-1.900"
"2008.09.04	-1.900		-0.100"
"2008.08.27	-0.100		9.400"
"2008.08.20	9.400		-0.400"
"2008.08.13	-0.400		1.700"
"2008.08.06	1.700		-0.100"
"2008.07.30	-0.100		-1.600"
"2008.07.23	-1.600		3.000"
"2008.07.16	3.000		-5.900"
"2008.07.09	-5.900		-2.000"
"2008.07.02	-2.000		0.800"
"2008.06.25	0.800		-1.200"
"2008.06.18	-1.200		-4.600"
"2008.06.11	-4.600		-4.800"
"2008.06.04	-4.800		-8.800"
"2008.05.29	-8.800		-5.300"
"2008.05.21	-5.300		0.200"
"2008.05.14	0.200		5.700"
"2008.05.07	5.700		3.800"
"2008.04.30	3.800		2.400"
"2008.04.23	2.400		-2.400"
"2008.04.16	-2.400		-3.100"
"2008.04.09	-3.100		1.900"
"2008.04.02	1.900		0.100"
"2008.03.26	0.100		0.100"
"2008.03.19	0.100		6.200"
"2008.03.12	6.200		-3.100"
"2008.03.05	-3.100		3.200"
"2008.02.27	3.200		4.200"
"2008.02.21	4.200		1.100"
"2008.02.13	1.100		"
